Year,District,Country,Population
2011,Majorna-Linné,Övriga Nordamerika,159
2011,Majorna-Linné,Övriga Oceanien,75
2011,Majorna-Linné,Övriga Sydamerika,188
2012,Majorna-Linné,Afghanistan,35
2012,Majorna-Linné,Bolivia,49
2012,Majorna-Linné,Bosnien och Hercegovina,199
2012,Majorna-Linné,Brasilien,97
2012,Majorna-Linné,Chile,242
2012,Majorna-Linné,Colombia,88
2012,Majorna-Linné,Danmark,207
2012,Majorna-Linné,Eritrea,23
2012,Majorna-Linné,Estland,66
2012,Majorna-Linné,Etiopien,84
2012,Majorna-Linné,Filippinerna,82
2012,Majorna-Linné,Finland,606
2012,Majorna-Linné,Frankrike,165
2012,Majorna-Linné,Grekland,114
2012,Majorna-Linné,Indien,180
2012,Majorna-Linné,Irak,152
2012,Majorna-Linné,Iran,1047
2012,Majorna-Linné,Italien,117
2012,Majorna-Linné,Jugoslavien,268
2012,Majorna-Linné,Kina,219
2012,Majorna-Linné,Korea Syd-,138
2012,Majorna-Linné,Kroatien,57
2012,Majorna-Linné,Libanon,86
2012,Majorna-Linné,Makedonien,16
2012,Majorna-Linné,Marocko,42
2012,Majorna-Linné,Norge,335
2012,Majorna-Linné,Okänt,0
2012,Majorna-Linné,Pakistan,25
2012,Majorna-Linné,Polen,336
2012,Majorna-Linné,Portugal,55
2012,Majorna-Linné,Rumänien,120
2012,Majorna-Linné,Ryssland,110
2012,Majorna-Linné,Somalia,70
2012,Majorna-Linné,Spanien,114
2012,Majorna-Linné,Storbritannien och Nordirland,270
2012,Majorna-Linné,Syrien,42
2012,Majorna-Linné,Thailand,157
2012,Majorna-Linné,Turkiet,189
2012,Majorna-Linné,Tyskland,312
2012,Majorna-Linné,Ungern,126
2012,Majorna-Linné,USA,228
2012,Majorna-Linné,Vietnam,39
2012,Majorna-Linné,Övriga Afrika,278
2012,Majorna-Linné,Övriga Asien,255
2012,Majorna-Linné,Övriga Europa,529
2012,Majorna-Linné,Övriga Nordamerika,156
2012,Majorna-Linné,Övriga Oceanien,73
2012,Majorna-Linné,Övriga Sydamerika,189
2013,Majorna-Linné,Afghanistan,36
2013,Majorna-Linné,Bolivia,45
2013,Majorna-Linné,Bosnien och Hercegovina,216
2013,Majorna-Linné,Brasilien,92
2013,Majorna-Linné,Chile,249
2013,Majorna-Linné,Colombia,95
2013,Majorna-Linné,Danmark,213
2013,Majorna-Linné,Eritrea,21
2013,Majorna-Linné,Estland,63
2013,Majorna-Linné,Etiopien,85
2013,Majorna-Linné,Filippinerna,88
2013,Majorna-Linné,Finland,597
2013,Majorna-Linné,Frankrike,178
2013,Majorna-Linné,Grekland,139
2013,Majorna-Linné,Indien,190
2013,Majorna-Linné,Irak,180
2013,Majorna-Linné,Iran,1102
2013,Majorna-Linné,Italien,123
2013,Majorna-Linné,Jugoslavien,265
2013,Majorna-Linné,Kina,259
2013,Majorna-Linné,Korea Syd-,139
2013,Majorna-Linné,Kroatien,60
2013,Majorna-Linné,Libanon,96
2013,Majorna-Linné,Makedonien,16
2013,Majorna-Linné,Marocko,43
2013,Majorna-Linné,Norge,330
2013,Majorna-Linné,Okänt,0
2013,Majorna-Linné,Pakistan,14
2013,Majorna-Linné,Polen,337
2013,Majorna-Linné,Portugal,55
2013,Majorna-Linné,Rumänien,126
2013,Majorna-Linné,Ryssland,110
2013,Majorna-Linné,Somalia,81
2013,Majorna-Linné,Spanien,130
2013,Majorna-Linné,Storbritannien och Nordirland,284
2013,Majorna-Linné,Syrien,51
2013,Majorna-Linné,Thailand,148
2013,Majorna-Linné,Turkiet,194
2013,Majorna-Linné,Tyskland,321
2013,Majorna-Linné,Ungern,126
2013,Majorna-Linné,USA,234
2013,Majorna-Linné,Vietnam,45
2013,Majorna-Linné,Övriga Afrika,276
2013,Majorna-Linné,Övriga Asien,280
2013,Majorna-Linné,Övriga Europa,559
2013,Majorna-Linné,Övriga Nordamerika,153
2013,Majorna-Linné,Övriga Oceanien,66
2013,Majorna-Linné,Övriga Sydamerika,184
2014,Majorna-Linné,Afghanistan,48
2014,Majorna-Linné,Bolivia,41
2014,Majorna-Linné,Bosnien och Hercegovina,232
2014,Majorna-Linné,Brasilien,88
2014,Majorna-Linné,Chile,251
2014,Majorna-Linné,Colombia,107
2014,Majorna-Linné,Danmark,206
2014,Majorna-Linné,Eritrea,23
2014,Majorna-Linné,Estland,62
2014,Majorna-Linné,Etiopien,89
2014,Majorna-Linné,Filippinerna,92
2014,Majorna-Linné,Finland,612
2014,Majorna-Linné,Frankrike,183
2014,Majorna-Linné,Grekland,138
2014,Majorna-Linné,Indien,187
2014,Majorna-Linné,Irak,190
2014,Majorna-Linné,Iran,1123
2014,Majorna-Linné,Italien,143
2014,Majorna-Linné,Jugoslavien,266
2014,Majorna-Linné,Kina,247
2014,Majorna-Linné,Korea Syd-,140
2014,Majorna-Linné,Kroatien,60
2014,Majorna-Linné,Libanon,96
2014,Majorna-Linné,Makedonien,17
2014,Majorna-Linné,Marocko,46
2014,Majorna-Linné,Norge,317
2014,Majorna-Linné,Okänt,0
2014,Majorna-Linné,Pakistan,16
2014,Majorna-Linné,Polen,368
2014,Majorna-Linné,Portugal,53
2014,Majorna-Linné,Rumänien,121
2014,Majorna-Linné,Ryssland,101
2014,Majorna-Linné,Somalia,79
2014,Majorna-Linné,Spanien,156
2014,Majorna-Linné,Storbritannien och Nordirland,309
2014,Majorna-Linné,Syrien,102
2014,Majorna-Linné,Thailand,147
2014,Majorna-Linné,Turkiet,190
2014,Majorna-Linné,Tyskland,328
2014,Majorna-Linné,Ungern,134
2014,Majorna-Linné,USA,249
2014,Majorna-Linné,Vietnam,53
2014,Majorna-Linné,Övriga Afrika,319
2014,Majorna-Linné,Övriga Asien,287
2014,Majorna-Linné,Övriga Europa,594
2014,Majorna-Linné,Övriga Nordamerika,173
2014,Majorna-Linné,Övriga Oceanien,74
2014,Majorna-Linné,Övriga Sydamerika,191
2015,Majorna-Linné,Afghanistan,56
2015,Majorna-Linné,Bolivia,38
2015,Majorna-Linné,Bosnien och Hercegovina,231
2015,Majorna-Linné,Brasilien,105
2015,Majorna-Linné,Chile,250
2015,Majorna-Linné,Colombia,109
2015,Majorna-Linné,Danmark,202
2015,Majorna-Linné,Eritrea,30
2015,Majorna-Linné,Estland,57
2015,Majorna-Linné,Etiopien,98
2015,Majorna-Linné,Filippinerna,94
2015,Majorna-Linné,Finland,614
2015,Majorna-Linné,Frankrike,201
2015,Majorna-Linné,Grekland,150
2015,Majorna-Linné,Indien,191
2015,Majorna-Linné,Irak,205
2015,Majorna-Linné,Iran,1125
2015,Majorna-Linné,Italien,153
2015,Majorna-Linné,Jugoslavien,273
2015,Majorna-Linné,Kina,246
2015,Majorna-Linné,Korea Syd-,140
2015,Majorna-Linné,Kroatien,69
2015,Majorna-Linné,Libanon,83
2015,Majorna-Linné,Makedonien,24
2015,Majorna-Linné,Marocko,50
2015,Majorna-Linné,Norge,304
2015,Majorna-Linné,Okänt,0
2015,Majorna-Linné,Pakistan,13
2015,Majorna-Linné,Polen,364
2015,Majorna-Linné,Portugal,55
2015,Majorna-Linné,Rumänien,126
2015,Majorna-Linné,Ryssland,113
2015,Majorna-Linné,Somalia,108
2015,Majorna-Linné,Spanien,165
2015,Majorna-Linné,Storbritannien och Nordirland,304
2015,Majorna-Linné,Syrien,106
2015,Majorna-Linné,Thailand,138
2015,Majorna-Linné,Turkiet,190
2015,Majorna-Linné,Tyskland,346
2015,Majorna-Linné,Ungern,125
2015,Majorna-Linné,USA,255
2015,Majorna-Linné,Vietnam,53
2015,Majorna-Linné,Övriga Afrika,344
2015,Majorna-Linné,Övriga Asien,278
2015,Majorna-Linné,Övriga Europa,604
2015,Majorna-Linné,Övriga Nordamerika,182
2015,Majorna-Linné,Övriga Oceanien,78
2015,Majorna-Linné,Övriga Sydamerika,182
2009,Norra Hisingen,Afghanistan,50
2009,Norra Hisingen,Bolivia,40
2009,Norra Hisingen,Bosnien och Hercegovina,782
2009,Norra Hisingen,Brasilien,37
2009,Norra Hisingen,Chile,245
2009,Norra Hisingen,Colombia,42
2009,Norra Hisingen,Danmark,171
2009,Norra Hisingen,Eritrea,90
2009,Norra Hisingen,Estland,44
2009,Norra Hisingen,Etiopien,131
2009,Norra Hisingen,Filippinerna,97
2009,Norra Hisingen,Finland,1048
2009,Norra Hisingen,Frankrike,34
2009,Norra Hisingen,Grekland,70
2009,Norra Hisingen,Indien,169
2009,Norra Hisingen,Irak,708
2009,Norra Hisingen,Iran,1253
2009,Norra Hisingen,Italien,57
2009,Norra Hisingen,Jugoslavien,954
2009,Norra Hisingen,Kina,127
2009,Norra Hisingen,Korea Syd-,32
2009,Norra Hisingen,Kroatien,143
2009,Norra Hisingen,Libanon,135
2009,Norra Hisingen,Makedonien,218
2009,Norra Hisingen,Marocko,65
2009,Norra Hisingen,Norge,320
2009,Norra Hisingen,Okänt,0
2009,Norra Hisingen,Pakistan,74
2009,Norra Hisingen,Polen,414
2009,Norra Hisingen,Portugal,52
2009,Norra Hisingen,Rumänien,104
2009,Norra Hisingen,Ryssland,69
2009,Norra Hisingen,Somalia,116
2009,Norra Hisingen,Spanien,58
2009,Norra Hisingen,Storbritannien och Nordirland,128
2009,Norra Hisingen,Syrien,47
2009,Norra Hisingen,Thailand,145
2009,Norra Hisingen,Turkiet,334
2009,Norra Hisingen,Tyskland,210
2009,Norra Hisingen,Ungern,184
2009,Norra Hisingen,USA,56
2009,Norra Hisingen,Vietnam,87
2009,Norra Hisingen,Övriga Afrika,309
2009,Norra Hisingen,Övriga Asien,220
2009,Norra Hisingen,Övriga Europa,460
2009,Norra Hisingen,Övriga Nordamerika,69
2009,Norra Hisingen,Övriga Oceanien,28
2009,Norra Hisingen,Övriga Sydamerika,95
2010,Norra Hisingen,Afghanistan,49
2010,Norra Hisingen,Bolivia,36
2010,Norra Hisingen,Bosnien och Hercegovina,814
2010,Norra Hisingen,Brasilien,37
2010,Norra Hisingen,Chile,226
2010,Norra Hisingen,Colombia,46
2010,Norra Hisingen,Danmark,166
2010,Norra Hisingen,Eritrea,96
2010,Norra Hisingen,Estland,46
2010,Norra Hisingen,Etiopien,143
2010,Norra Hisingen,Filippinerna,94
2010,Norra Hisingen,Finland,1054
2010,Norra Hisingen,Frankrike,34
2010,Norra Hisingen,Grekland,67
2010,Norra Hisingen,Indien,181
2010,Norra Hisingen,Irak,784
2010,Norra Hisingen,Iran,1251
2010,Norra Hisingen,Italien,60
2010,Norra Hisingen,Jugoslavien,951
2010,Norra Hisingen,Kina,130
2010,Norra Hisingen,Korea Syd-,33
2010,Norra Hisingen,Kroatien,141
2010,Norra Hisingen,Libanon,140
2010,Norra Hisingen,Makedonien,221
2010,Norra Hisingen,Marocko,70
2010,Norra Hisingen,Norge,293
2010,Norra Hisingen,Okänt,0
2010,Norra Hisingen,Pakistan,82
2010,Norra Hisingen,Polen,408
2010,Norra Hisingen,Portugal,58
2010,Norra Hisingen,Rumänien,119
2010,Norra Hisingen,Ryssland,81
2010,Norra Hisingen,Somalia,144
2010,Norra Hisingen,Spanien,56
2010,Norra Hisingen,Storbritannien och Nordirland,136
2010,Norra Hisingen,Syrien,49
2010,Norra Hisingen,Thailand,164
2010,Norra Hisingen,Turkiet,352
2010,Norra Hisingen,Tyskland,214
2010,Norra Hisingen,Ungern,190
2010,Norra Hisingen,USA,60
2010,Norra Hisingen,Vietnam,94
2010,Norra Hisingen,Övriga Afrika,321
2010,Norra Hisingen,Övriga Asien,236
2010,Norra Hisingen,Övriga Europa,479
2010,Norra Hisingen,Övriga Nordamerika,75
2010,Norra Hisingen,Övriga Oceanien,30
2010,Norra Hisingen,Övriga Sydamerika,92
2011,Norra Hisingen,Afghanistan,68
2011,Norra Hisingen,Bolivia,39
2011,Norra Hisingen,Bosnien och Hercegovina,844
2011,Norra Hisingen,Brasilien,33
2011,Norra Hisingen,Chile,237
2011,Norra Hisingen,Colombia,48
2011,Norra Hisingen,Danmark,165
2011,Norra Hisingen,Eritrea,98
2011,Norra Hisingen,Estland,43
2011,Norra Hisingen,Etiopien,146
2011,Norra Hisingen,Filippinerna,94
2011,Norra Hisingen,Finland,1020
2011,Norra Hisingen,Frankrike,28
2011,Norra Hisingen,Grekland,80
2011,Norra Hisingen,Indien,184
2011,Norra Hisingen,Irak,833
2011,Norra Hisingen,Iran,1278
2011,Norra Hisingen,Italien,61
2011,Norra Hisingen,Jugoslavien,944
2011,Norra Hisingen,Kina,139
2011,Norra Hisingen,Korea Syd-,35
2011,Norra Hisingen,Kroatien,144
2011,Norra Hisingen,Libanon,147
2011,Norra Hisingen,Makedonien,230
2011,Norra Hisingen,Marocko,75
2011,Norra Hisingen,Norge,284
2011,Norra Hisingen,Okänt,0
2011,Norra Hisingen,Pakistan,98
2011,Norra Hisingen,Polen,416
2011,Norra Hisingen,Portugal,60
2011,Norra Hisingen,Rumänien,142
2011,Norra Hisingen,Ryssland,78
2011,Norra Hisingen,Somalia,182
2011,Norra Hisingen,Spanien,50
2011,Norra Hisingen,Storbritannien och Nordirland,141
2011,Norra Hisingen,Syrien,57
2011,Norra Hisingen,Thailand,176
2011,Norra Hisingen,Turkiet,359
2011,Norra Hisingen,Tyskland,221
2011,Norra Hisingen,Ungern,209
2011,Norra Hisingen,USA,69
2011,Norra Hisingen,Vietnam,101
2011,Norra Hisingen,Övriga Afrika,322
2011,Norra Hisingen,Övriga Asien,255
2011,Norra Hisingen,Övriga Europa,511
2011,Norra Hisingen,Övriga Nordamerika,74
2011,Norra Hisingen,Övriga Oceanien,37
2011,Norra Hisingen,Övriga Sydamerika,89
2012,Norra Hisingen,Afghanistan,90
2012,Norra Hisingen,Bolivia,34
2012,Norra Hisingen,Bosnien och Hercegovina,884
2012,Norra Hisingen,Brasilien,31
2012,Norra Hisingen,Chile,242
2012,Norra Hisingen,Colombia,48
2012,Norra Hisingen,Danmark,166
2012,Norra Hisingen,Eritrea,102
2012,Norra Hisingen,Estland,39
2012,Norra Hisingen,Etiopien,138
2012,Norra Hisingen,Filippinerna,89
2012,Norra Hisingen,Finland,1000
2012,Norra Hisingen,Frankrike,30
2012,Norra Hisingen,Grekland,90
2012,Norra Hisingen,Indien,191
2012,Norra Hisingen,Irak,880
2012,Norra Hisingen,Iran,1322
2012,Norra Hisingen,Italien,63
2012,Norra Hisingen,Jugoslavien,941
2012,Norra Hisingen,Kina,170
2012,Norra Hisingen,Korea Syd-,40
2012,Norra Hisingen,Kroatien,158
2012,Norra Hisingen,Libanon,158
2012,Norra Hisingen,Makedonien,251
2012,Norra Hisingen,Marocko,77
2012,Norra Hisingen,Norge,276
2012,Norra Hisingen,Okänt,0
2012,Norra Hisingen,Pakistan,101
2012,Norra Hisingen,Polen,421
2012,Norra Hisingen,Portugal,66
2012,Norra Hisingen,Rumänien,139
2012,Norra Hisingen,Ryssland,77
2012,Norra Hisingen,Somalia,209
2012,Norra Hisingen,Spanien,53
2012,Norra Hisingen,Storbritannien och Nordirland,153
2012,Norra Hisingen,Syrien,67
2012,Norra Hisingen,Thailand,185
2012,Norra Hisingen,Turkiet,357
2012,Norra Hisingen,Tyskland,222
2012,Norra Hisingen,Ungern,212
2012,Norra Hisingen,USA,78
2012,Norra Hisingen,Vietnam,110
2012,Norra Hisingen,Övriga Afrika,350
2012,Norra Hisingen,Övriga Asien,296
2012,Norra Hisingen,Övriga Europa,549
2012,Norra Hisingen,Övriga Nordamerika,75
2012,Norra Hisingen,Övriga Oceanien,31
2012,Norra Hisingen,Övriga Sydamerika,82
2013,Norra Hisingen,Afghanistan,95
2013,Norra Hisingen,Bolivia,36
2013,Norra Hisingen,Bosnien och Hercegovina,898
2013,Norra Hisingen,Brasilien,33
2013,Norra Hisingen,Chile,245
2013,Norra Hisingen,Colombia,43
2013,Norra Hisingen,Danmark,154
2013,Norra Hisingen,Eritrea,115
2013,Norra Hisingen,Estland,37
2013,Norra Hisingen,Etiopien,139
2013,Norra Hisingen,Filippinerna,97
2013,Norra Hisingen,Finland,985
2013,Norra Hisingen,Frankrike,35
2013,Norra Hisingen,Grekland,98
2013,Norra Hisingen,Indien,209
2013,Norra Hisingen,Irak,903
2013,Norra Hisingen,Iran,1344
2013,Norra Hisingen,Italien,66
2013,Norra Hisingen,Jugoslavien,936
2013,Norra Hisingen,Kina,187
2013,Norra Hisingen,Korea Syd-,40
2013,Norra Hisingen,Kroatien,172
2013,Norra Hisingen,Libanon,158
2013,Norra Hisingen,Makedonien,256
2013,Norra Hisingen,Marocko,74
2013,Norra Hisingen,Norge,268
2013,Norra Hisingen,Okänt,0
2013,Norra Hisingen,Pakistan,102
2013,Norra Hisingen,Polen,423
2013,Norra Hisingen,Portugal,55
2013,Norra Hisingen,Rumänien,146
2013,Norra Hisingen,Ryssland,86
2013,Norra Hisingen,Somalia,270
2013,Norra Hisingen,Spanien,55
2013,Norra Hisingen,Storbritannien och Nordirland,157
2013,Norra Hisingen,Syrien,93
2013,Norra Hisingen,Thailand,196
2013,Norra Hisingen,Turkiet,345
2013,Norra Hisingen,Tyskland,216
2013,Norra Hisingen,Ungern,211
2013,Norra Hisingen,USA,66
2013,Norra Hisingen,Vietnam,131
2013,Norra Hisingen,Övriga Afrika,356
2013,Norra Hisingen,Övriga Asien,325
2013,Norra Hisingen,Övriga Europa,576
2013,Norra Hisingen,Övriga Nordamerika,72
2013,Norra Hisingen,Övriga Oceanien,29
2013,Norra Hisingen,Övriga Sydamerika,89
2014,Norra Hisingen,Afghanistan,116
2014,Norra Hisingen,Bolivia,38
2014,Norra Hisingen,Bosnien och Hercegovina,937
2014,Norra Hisingen,Brasilien,35
2014,Norra Hisingen,Chile,250
2014,Norra Hisingen,Colombia,48
2014,Norra Hisingen,Danmark,149
2014,Norra Hisingen,Eritrea,132
2014,Norra Hisingen,Estland,32
2014,Norra Hisingen,Etiopien,156
2014,Norra Hisingen,Filippinerna,102
2014,Norra Hisingen,Finland,960
2014,Norra Hisingen,Frankrike,34
2014,Norra Hisingen,Grekland,104
2014,Norra Hisingen,Indien,276
2014,Norra Hisingen,Irak,920
2014,Norra Hisingen,Iran,1372
2014,Norra Hisingen,Italien,65
2014,Norra Hisingen,Jugoslavien,935
2014,Norra Hisingen,Kina,218
2014,Norra Hisingen,Korea Syd-,36
2014,Norra Hisingen,Kroatien,171
2014,Norra Hisingen,Libanon,166
2014,Norra Hisingen,Makedonien,266
2014,Norra Hisingen,Marocko,69
2014,Norra Hisingen,Norge,274
2014,Norra Hisingen,Okänt,0
2014,Norra Hisingen,Pakistan,111
2014,Norra Hisingen,Polen,424
2014,Norra Hisingen,Portugal,53
2014,Norra Hisingen,Rumänien,176
2014,Norra Hisingen,Ryssland,93
2014,Norra Hisingen,Somalia,309
2014,Norra Hisingen,Spanien,60
2014,Norra Hisingen,Storbritannien och Nordirland,157
2014,Norra Hisingen,Syrien,171
2014,Norra Hisingen,Thailand,202
2014,Norra Hisingen,Turkiet,364
2014,Norra Hisingen,Tyskland,221
2014,Norra Hisingen,Ungern,208
2014,Norra Hisingen,USA,72
2014,Norra Hisingen,Vietnam,138
2014,Norra Hisingen,Övriga Afrika,359
2014,Norra Hisingen,Övriga Asien,359
2014,Norra Hisingen,Övriga Europa,596
2014,Norra Hisingen,Övriga Nordamerika,76
2014,Norra Hisingen,Övriga Oceanien,33
2014,Norra Hisingen,Övriga Sydamerika,90
2015,Norra Hisingen,Afghanistan,162
2015,Norra Hisingen,Bolivia,47
2015,Norra Hisingen,Bosnien och Hercegovina,975
2015,Norra Hisingen,Brasilien,36
2015,Norra Hisingen,Chile,245
2015,Norra Hisingen,Colombia,50
2015,Norra Hisingen,Danmark,143
2015,Norra Hisingen,Eritrea,141
2015,Norra Hisingen,Estland,36
2015,Norra Hisingen,Etiopien,158
2015,Norra Hisingen,Filippinerna,106
2015,Norra Hisingen,Finland,936
2015,Norra Hisingen,Frankrike,36
2015,Norra Hisingen,Grekland,96
2015,Norra Hisingen,Indien,322
2015,Norra Hisingen,Irak,972
2015,Norra Hisingen,Iran,1388
2015,Norra Hisingen,Italien,79
2015,Norra Hisingen,Jugoslavien,924
2015,Norra Hisingen,Kina,222
2015,Norra Hisingen,Korea Syd-,37
2015,Norra Hisingen,Kroatien,189
2015,Norra Hisingen,Libanon,175
2015,Norra Hisingen,Makedonien,285
2015,Norra Hisingen,Marocko,68
2015,Norra Hisingen,Norge,259
2015,Norra Hisingen,Okänt,0
2015,Norra Hisingen,Pakistan,125
2015,Norra Hisingen,Polen,423
2015,Norra Hisingen,Portugal,56
2015,Norra Hisingen,Rumänien,189
2015,Norra Hisingen,Ryssland,96
2015,Norra Hisingen,Somalia,412
2015,Norra Hisingen,Spanien,61
2015,Norra Hisingen,Storbritannien och Nordirland,155
2015,Norra Hisingen,Syrien,296
2015,Norra Hisingen,Thailand,210
2015,Norra Hisingen,Turkiet,389
2015,Norra Hisingen,Tyskland,232
2015,Norra Hisingen,Ungern,211
2015,Norra Hisingen,USA,71
2015,Norra Hisingen,Vietnam,152
2015,Norra Hisingen,Övriga Afrika,395
2015,Norra Hisingen,Övriga Asien,349
2015,Norra Hisingen,Övriga Europa,668
2015,Norra Hisingen,Övriga Nordamerika,77
2015,Norra Hisingen,Övriga Oceanien,35
2015,Norra Hisingen,Övriga Sydamerika,95
2009,Örgryte-Härlanda,Afghanistan,26
2009,Örgryte-Härlanda,Bolivia,53
2009,Örgryte-Härlanda,Bosnien och Hercegovina,160
2009,Örgryte-Härlanda,Brasilien,53
2009,Örgryte-Härlanda,Chile,160
2009,Örgryte-Härlanda,Colombia,83
2009,Örgryte-Härlanda,Danmark,174
2009,Örgryte-Härlanda,Eritrea,28
2009,Örgryte-Härlanda,Estland,53
2009,Örgryte-Härlanda,Etiopien,72
2009,Örgryte-Härlanda,Filippinerna,66
2009,Örgryte-Härlanda,Finland,523
2009,Örgryte-Härlanda,Frankrike,123
2009,Örgryte-Härlanda,Grekland,74
2009,Örgryte-Härlanda,Indien,158
2009,Örgryte-Härlanda,Irak,157
2009,Örgryte-Härlanda,Iran,982
2009,Örgryte-Härlanda,Italien,77
2009,Örgryte-Härlanda,Jugoslavien,285
2009,Örgryte-Härlanda,Kina,192
2009,Örgryte-Härlanda,Korea Syd-,97
2009,Örgryte-Härlanda,Kroatien,52
2009,Örgryte-Härlanda,Libanon,98
2009,Örgryte-Härlanda,Makedonien,21
2009,Örgryte-Härlanda,Marocko,38
2009,Örgryte-Härlanda,Norge,301
2009,Örgryte-Härlanda,Okänt,0
2009,Örgryte-Härlanda,Pakistan,73
2009,Örgryte-Härlanda,Polen,432
2009,Örgryte-Härlanda,Portugal,32
2009,Örgryte-Härlanda,Rumänien,86
2009,Örgryte-Härlanda,Ryssland,73
2009,Örgryte-Härlanda,Somalia,67
2009,Örgryte-Härlanda,Spanien,58
2009,Örgryte-Härlanda,Storbritannien och Nordirland,205
2009,Örgryte-Härlanda,Syrien,23
2009,Örgryte-Härlanda,Thailand,115
2009,Örgryte-Härlanda,Turkiet,102
2009,Örgryte-Härlanda,Tyskland,296
2009,Örgryte-Härlanda,Ungern,129
2009,Örgryte-Härlanda,USA,137
2009,Örgryte-Härlanda,Vietnam,41
2009,Örgryte-Härlanda,Övriga Afrika,349
2009,Örgryte-Härlanda,Övriga Asien,307
2009,Örgryte-Härlanda,Övriga Europa,488
2009,Örgryte-Härlanda,Övriga Nordamerika,105
2009,Örgryte-Härlanda,Övriga Oceanien,31
2009,Örgryte-Härlanda,Övriga Sydamerika,108
2010,Örgryte-Härlanda,Afghanistan,30
2010,Örgryte-Härlanda,Bolivia,49
2010,Örgryte-Härlanda,Bosnien och Hercegovina,165
2010,Örgryte-Härlanda,Brasilien,55
2010,Örgryte-Härlanda,Chile,172
2010,Örgryte-Härlanda,Colombia,88
2010,Örgryte-Härlanda,Danmark,169
2010,Örgryte-Härlanda,Eritrea,31
2010,Örgryte-Härlanda,Estland,55
2010,Örgryte-Härlanda,Etiopien,75
2010,Örgryte-Härlanda,Filippinerna,68
2010,Örgryte-Härlanda,Finland,536
2010,Örgryte-Härlanda,Frankrike,128
2010,Örgryte-Härlanda,Grekland,74
2010,Örgryte-Härlanda,Indien,158
2010,Örgryte-Härlanda,Irak,175
2010,Örgryte-Härlanda,Iran,1027
2010,Örgryte-Härlanda,Italien,89
2010,Örgryte-Härlanda,Jugoslavien,288
2010,Örgryte-Härlanda,Kina,237
2010,Örgryte-Härlanda,Korea Syd-,99
2010,Örgryte-Härlanda,Kroatien,51
2010,Örgryte-Härlanda,Libanon,89
2010,Örgryte-Härlanda,Makedonien,23
2010,Örgryte-Härlanda,Marocko,41
2010,Örgryte-Härlanda,Norge,283
2010,Örgryte-Härlanda,Okänt,0
2010,Örgryte-Härlanda,Pakistan,59
2010,Örgryte-Härlanda,Polen,435
2010,Örgryte-Härlanda,Portugal,35
2010,Örgryte-Härlanda,Rumänien,93
2010,Örgryte-Härlanda,Ryssland,76
2010,Örgryte-Härlanda,Somalia,80
2010,Örgryte-Härlanda,Spanien,61
2010,Örgryte-Härlanda,Storbritannien och Nordirland,198
2010,Örgryte-Härlanda,Syrien,24
2010,Örgryte-Härlanda,Thailand,123
2010,Örgryte-Härlanda,Turkiet,111
2010,Örgryte-Härlanda,Tyskland,284
2010,Örgryte-Härlanda,Ungern,121
2010,Örgryte-Härlanda,USA,135
2010,Örgryte-Härlanda,Vietnam,51
2010,Örgryte-Härlanda,Övriga Afrika,329
2010,Örgryte-Härlanda,Övriga Asien,308
2010,Örgryte-Härlanda,Övriga Europa,508
2010,Örgryte-Härlanda,Övriga Nordamerika,114
2010,Örgryte-Härlanda,Övriga Oceanien,39
2010,Örgryte-Härlanda,Övriga Sydamerika,115
2011,Örgryte-Härlanda,Afghanistan,48
2011,Örgryte-Härlanda,Bolivia,53
2011,Örgryte-Härlanda,Bosnien och Hercegovina,186
2011,Örgryte-Härlanda,Brasilien,65
2011,Örgryte-Härlanda,Chile,165
2011,Örgryte-Härlanda,Colombia,86
2011,Örgryte-Härlanda,Danmark,179
2011,Örgryte-Härlanda,Eritrea,29
2011,Örgryte-Härlanda,Estland,55
2011,Örgryte-Härlanda,Etiopien,80
2011,Örgryte-Härlanda,Filippinerna,70
2011,Örgryte-Härlanda,Finland,539
2011,Örgryte-Härlanda,Frankrike,130
2011,Örgryte-Härlanda,Grekland,95
2011,Örgryte-Härlanda,Indien,176
2011,Örgryte-Härlanda,Irak,189
2011,Örgryte-Härlanda,Iran,1051
2011,Örgryte-Härlanda,Italien,94
2011,Örgryte-Härlanda,Jugoslavien,285
2011,Örgryte-Härlanda,Kina,237
2011,Örgryte-Härlanda,Korea Syd-,92
2011,Örgryte-Härlanda,Kroatien,54
2011,Örgryte-Härlanda,Libanon,95
2011,Örgryte-Härlanda,Makedonien,28
2011,Örgryte-Härlanda,Marocko,42
2011,Örgryte-Härlanda,Norge,296
2011,Örgryte-Härlanda,Okänt,0
2011,Örgryte-Härlanda,Pakistan,50
2011,Örgryte-Härlanda,Polen,423
2011,Örgryte-Härlanda,Portugal,32
2011,Örgryte-Härlanda,Rumänien,106
2011,Örgryte-Härlanda,Ryssland,90
2011,Örgryte-Härlanda,Somalia,83
2011,Örgryte-Härlanda,Spanien,59
2011,Örgryte-Härlanda,Storbritannien och Nordirland,234
2011,Örgryte-Härlanda,Syrien,31
2011,Örgryte-Härlanda,Thailand,117
2011,Örgryte-Härlanda,Turkiet,119
2011,Örgryte-Härlanda,Tyskland,277
2011,Örgryte-Härlanda,Ungern,121
2011,Örgryte-Härlanda,USA,128
2011,Örgryte-Härlanda,Vietnam,60
2011,Örgryte-Härlanda,Övriga Afrika,329
2011,Örgryte-Härlanda,Övriga Asien,305
2011,Örgryte-Härlanda,Övriga Europa,530
